Id,Prediction,Date,File,StartTime,ElapsedTime,BusyTime,Commands,editOrInsertPercentage,debugPercentage,navigationPercentage,focusPercentage,removePercentage,editPercentage,COMMAND_RATE,NAVIGATION_RATE,DEBUG_RATE,FOCUS_RATE,EDIT_RATE,REMOVE_RATE,INSERT_RATE,webLinkTimes,Web Page Visits
1,,Mon Nov 15 16:52:05 EST 2021,AbstractSExpression.java,1637013125575,38929,0,(I)2(F)2(R)1(I)1(R)2(I)5(R)2(I)1,0.5625,0.0,0.0,12.5,0.0,0.0,0.42105263157894735,0.0,0.0,0.05263157894736842,0.0,0.13157894736842105,0.23684210526315788,0.0,[]
,/modelData/A0UserStudy2010.arff,Mon Nov 15 16:52:05 EST 2021,AbstractSExpression.java, 1637013125575
2,,Mon Nov 15 16:52:44 EST 2021,AbstractSExpression.java,1637013164863,11424,0,(I)5(R)3(I)10(F)2(I)1,0.7619047619047619,0.0,0.0,9.523809523809524,0.0,0.0,1.9090909090909092,0.0,0.0,0.18181818181818182,0.0,0.2727272727272727,1.4545454545454546,0.0,[]
3,,Mon Nov 15 16:52:58 EST 2021,AbstractSExpression.java,1637013178444,16551,0,(F)2(I)3(F)4(I)8(R)1,0.6111111111111112,0.0,0.0,33.33333333333333,0.0,0.0,1.125,0.0,0.0,0.375,0.0,0.0625,0.6875,0.0,[]
4,,Mon Nov 15 16:53:15 EST 2021,AbstractSExpression.java,1637013195123,6868,6868,(R)2(I)4(F)2(I)11,0.7894736842105263,0.0,0.0,10.526315789473683,0.0,0.0,3.1666666666666665,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,2.5,0.0,[]
5,,Mon Nov 15 16:53:22 EST 2021,AbstractSExpression.java,1637013202018,70554,0,(F)15,0.0,0.0,0.0,100.0,0.0,0.0,0.21428571428571427,0.0,0.0,0.21428571428571427,0.0,0.0,0.0,3.0,[1637013206355 196 COMP 524 (34 unread) https://piazza.com/class/ksf2o98md07hl, 1637013212047 1 Eclipse - Perspectives https://www.tutorialspoint.com/eclipse/eclipse_perspectives.htm, 1637013232443 3 COMP 524 (34 unread) https://piazza.com/class/ksf2o98md07hl?cid=233]
6,,Mon Nov 15 16:54:47 EST 2021,BasicExpressionOverride.java,1637013287304,-87185,-87185,(F)9(I)2(R)1(I)3(R)1(I)1(R)1(I)1,0.3684210526315789,0.0,0.0,47.368421052631575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
7,,Mon Nov 15 16:53:20 EST 2021,BasicExpressionOverride.java,1637013200458,178302,0,(R)1(I)7(R)1(F)2(I)9,0.8,0.0,0.0,10.0,0.0,0.0,0.11235955056179775,0.0,0.0,0.011235955056179775,0.0,0.011235955056179775,0.0898876404494382,3.0,[1637013206355 196 COMP 524 (34 unread) https://piazza.com/class/ksf2o98md07hl, 1637013212047 1 Eclipse - Perspectives https://www.tutorialspoint.com/eclipse/eclipse_perspectives.htm, 1637013232443 3 COMP 524 (34 unread) https://piazza.com/class/ksf2o98md07hl?cid=233]
8,,Mon Nov 15 16:56:18 EST 2021,AbstractSExpression.java,1637013378794,126507,0,(I)3(F)4(I)3(R)1(F)4,0.4,0.0,0.0,53.333333333333336,0.0,0.0,0.11904761904761904,0.0,0.0,0.06349206349206349,0.0,0.007936507936507936,0.047619047619047616,1.0,[1637013457726 197 COMP 524 (34 unread) https://piazza.com/class/ksf2o98md07hl]
9,,Mon Nov 15 16:58:26 EST 2021,AbstractSExpression.java,1637013506229,20254,0,(F)2(I)6(F)2(I)1(F)2,0.5384615384615384,0.0,0.0,46.15384615384615,0.0,0.0,0.65,0.0,0.0,0.3,0.0,0.0,0.35,0.0,[]
