Id,Prediction,Date,File,StartTime,ElapsedTime,BusyTime,Commands,editOrInsertPercentage,debugPercentage,navigationPercentage,focusPercentage,removePercentage,editPercentage,COMMAND_RATE,NAVIGATION_RATE,DEBUG_RATE,FOCUS_RATE,EDIT_RATE,REMOVE_RATE,INSERT_RATE,webLinkTimes,Web Page Visits
1,,Wed Nov 24 00:53:54 EST 2021,MainOverride.java,1637733234426,25905,0,(D)2(I)1(D)3(I)1(D)1(I)1(F)2,0.2727272727272727,54.54545454545454,0.0,18.181818181818183,0.0,0.0,0.44,0.0,0.24,0.08,0.0,0.0,0.12,0.0,[]
,/modelData/A0UserStudy2010.arff,Wed Nov 24 00:53:54 EST 2021,MainOverride.java, 1637733234426
2,,Wed Nov 24 00:54:20 EST 2021,MainOverride.java,1637733260420,20265,0,(I)7(D)2(F)1,0.7,20.0,0.0,10.0,0.0,0.0,0.5,0.0,0.1,0.05,0.0,0.0,0.35,0.0,[]
3,,Wed Nov 24 00:54:42 EST 2021,MainOverride.java,1637733282153,22911,0,(F)1(D)3(F)4,0.0,37.5,0.0,62.5,0.0,0.0,0.36363636363636365,0.0,0.13636363636363635,0.22727272727272727,0.0,0.0,0.0,0.0,[]
4,,Wed Nov 24 00:55:08 EST 2021,BasicExpressionOverride.java,1637733308309,202234,0,(F)2(I)1(F)6(I)2(F)2,0.23076923076923078,0.0,0.0,76.92307692307693,0.0,0.0,0.06435643564356436,0.0,0.0,0.04950495049504951,0.0,0.0,0.01485148514851485,6.0,[1637733492706 8 Java-lisp-interpreter/src/main at master · avitkus/Java-lisp-interpreter https://github.com/avitkus/Java-lisp-interpreter/tree/master/src/main, 1637733460188 11 Java-lisp-interpreter/BasicExpression.java at master · avitkus/Java-lisp-interpreter https://github.com/avitkus/Java-lisp-interpreter/blob/master/src/main/lisp/parser/terms/BasicExpression.java, 1637733460440 43 Java-lisp-interpreter/src/main/lisp/parser/terms at master · avitkus/Java-lisp-interpreter https://github.com/avitkus/Java-lisp-interpreter/tree/master/src/main/lisp/parser/terms, 1637733498012 23 Java-lisp-interpreter/src/main/lisp/evaluator at master · avitkus/Java-lisp-interpreter https://github.com/avitkus/Java-lisp-interpreter/tree/master/src/main/lisp/evaluator, 1637733492898 4 Java-lisp-interpreter/src/main/lisp at master · avitkus/Java-lisp-interpreter https://github.com/avitkus/Java-lisp-interpreter/tree/master/src/main/lisp, 1637733406469 1 Java-lisp-interpreter/BasicExpression.java at master · avitkus/Java-lisp-interpreter https://www.google.com/url?q=https://github.com/avitkus/Java-lisp-interpreter/blob/master/src/main/lisp/parser/terms/BasicExpression.java&sa=D&source=docs&ust=1637737005327000&usg=AOvVaw3hNz3E3AUKujWcw54kc57E]
5,,Wed Nov 24 00:58:30 EST 2021,MainOverride.java,1637733510543,149872,0,(F)6(I)3(F)2(I)1(F)2(I)1,0.3333333333333333,0.0,0.0,66.66666666666666,0.0,0.0,0.10067114093959731,0.0,0.0,0.06711409395973154,0.0,0.0,0.03355704697986577,6.0,[1637733620815 3 lisp interpreter in c - Google Search https://www.google.com/search?q=lisp+interpreter+in+c&rlz=1C1SQJL_enUS810US810&oq=lisp+interpreter+in+c&aqs=chrome..69i57j35i39j0i512l3j69i60l3.4303j0j7&sourceid=chrome&ie=UTF-8, 1637733620555 4 rui314/minilisp: A readable lisp in less than 1k lines of C https://github.com/rui314/minilisp, 1637733590072 2 minilisp/examples at master · rui314/minilisp https://github.com/rui314/minilisp/tree/master/examples, 1637733591727 1 minilisp/minilisp.c at master · rui314/minilisp https://github.com/rui314/minilisp/blob/master/minilisp.c, 1637733623432 2 lisp interpreter - Google Search https://www.google.com/search?q=lisp+interpreter+&rlz=1C1SQJL_enUS810US810&sxsrf=AOaemvL0CsyO2B9aCtCZtOjqrfmPAX3J8Q%3A1637733561718&ei=udSdYeyvK5TDytMPxqiyCA&ved=0ahUKEwis8Lr5qLD0AhWUoXIEHUaUDAEQ4dUDCA8&uact=5&oq=lisp+interpreter+&gs_lcp=Cgdnd3Mtd2l6EAMyBAgjECcyBAgjECcyBQgAEIAEMgoIABCABBCHAhAUMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEOgcIIxCwAxAnOgcIABBHELADOgYIABAWEB5KBAhBGABQ-AFY6wRgrwZoAXACeACAAYsBiAHGA5IBAzEuM5gBAKABAcgBCcABAQ&sclient=gws-wiz, 1637733627309 1 (How to Write a (Lisp) Interpreter (in Python)) https://norvig.com/lispy.html]
6,,Wed Nov 24 01:01:01 EST 2021,BasicExpressionOverride.java,1637733661396,564786,0,(I)1(R)2(D)3(I)1(F)4,0.18181818181818182,27.27272727272727,0.0,36.36363636363637,0.0,0.0,0.01950354609929078,0.0,0.005319148936170213,0.0070921985815602835,0.0,0.0035460992907801418,0.0035460992907801418,9.0,[1637733720864 188 COMP 524 (39 unread) https://piazza.com/class/ksf2o98md07hl, 1637734106705 30 COMP 524 (31 unread) https://piazza.com/class/ksf2o98md07hl?cid=13, 1637733724714 15 COMP 524 (39 unread) https://piazza.com/class/ksf2o98md07hl?cid=19, 1637733722863 7 COMP 524 (39 unread) https://piazza.com/class/ksf2o98md07hl?cid=115, 1637733723598 8 COMP 524 (39 unread) https://piazza.com/class/ksf2o98md07hl?cid=77, 1637733722114 8 COMP 524 (39 unread) https://piazza.com/class/ksf2o98md07hl?cid=168, 1637733726485 1 COMP 524 (31 unread) https://piazza.com/class/ksf2o98md07hl?cid=256, 1637733742325 1 COMP 524 (31 unread) https://piazza.com/class/ksf2o98md07hl?cid=247, 1637733745307 1 COMP 524 (31 unread) https://piazza.com/class/ksf2o98md07hl?cid=165]
7,,Wed Nov 24 01:10:26 EST 2021,BasicExpressionOverride.java,1637734226796,91370,0,(F)6(I)2(F)6,0.14285714285714285,0.0,0.0,85.71428571428571,0.0,0.0,0.15384615384615385,0.0,0.0,0.13186813186813187,0.0,0.0,0.02197802197802198,0.0,[]
8,,Wed Nov 24 01:11:58 EST 2021,BasicExpressionOverride.java,1637734318166,40912090,0,(F)12,0.0,0.0,0.0,100.0,0.0,0.0,2.933124755572937E-4,0.0,0.0,2.933124755572937E-4,0.0,0.0,0.0,19.0,[1637774935658 3  https://piazza.com/class, 1637774936184 191 COMP 524 (38 unread) https://piazza.com/class/ksf2o98md07hl, 1637775064480 33 COMP 524 (37 unread) https://piazza.com/class/ksf2o98md07hl?cid=13, 1637774927973 5 Piazza • Ask. Answer. Explore. Whenever. https://piazza.com/signup, 1637774387108 188 Assignment-5.docx - Google Docs https://docs.google.com/document/d/1NUkkRpZjGgYxg6Rlo2WphVVY2hMW0l_S/edit, 1637774940964 2 COMP 524 (38 unread) https://piazza.com/class/ksf2o98md07hl?cid=247, 1637774872879 2 Piazza • Ask. Answer. Explore. Whenever. https://piazza.com/class?cid=kwdq63rp83pk7&nid=ksf2o98md07hl&token=ApzvcW7OkKY, 1637774910459 3 Piazza • Ask. Answer. Explore. Whenever. https://piazza.com/, 1637774905506 1 Piazza Network https://piazza.com/careers/dashboard#/my_profile, 1637775004668 2 COMP 524 (37 unread) https://piazza.com/class/ksf2o98md07hl?cid=259]
9,,Wed Nov 24 12:33:50 EST 2021,AbstractSExpression.java,1637775230256,164682,0,(F)4(I)1(F)8,0.07692307692307693,0.0,0.0,92.3076923076923,0.0,0.0,0.07926829268292683,0.0,0.0,0.07317073170731707,0.0,0.0,0.006097560975609756,0.0,[]
