Id,Prediction,Date,File,StartTime,ElapsedTime,BusyTime,Commands,editOrInsertPercentage,debugPercentage,navigationPercentage,focusPercentage,removePercentage,editPercentage,COMMAND_RATE,NAVIGATION_RATE,DEBUG_RATE,FOCUS_RATE,EDIT_RATE,REMOVE_RATE,INSERT_RATE,webLinkTimes,Web Page Visits
1,,Fri Nov 12 19:25:03 EST 2021,BasicExpressionOverride.java,1636763103561,24733,0,(I)5(F)2(I)3(F)4(I)5,0.6842105263157895,0.0,0.0,31.57894736842105,0.0,0.0,0.7916666666666666,0.0,0.0,0.25,0.0,0.0,0.5416666666666666,1.0,[1636763112870 28 Assignment-5.docx - Google Docs https://docs.google.com/document/d/1NUkkRpZjGgYxg6Rlo2WphVVY2hMW0l_S/edit#]
,/modelData/A0UserStudy2010.arff,Fri Nov 12 19:25:03 EST 2021,BasicExpressionOverride.java, 1636763103561
2,,Fri Nov 12 19:25:28 EST 2021,BasicExpressionOverride.java,1636763128395,13738,0,(I)19(F)2(I)1,0.9090909090909091,0.0,0.0,9.090909090909092,0.0,0.0,1.6923076923076923,0.0,0.0,0.15384615384615385,0.0,0.0,1.5384615384615385,0.0,[]
3,,Fri Nov 12 19:25:42 EST 2021,BasicExpressionOverride.java,1636763142133,62097,0,(F)4(I)3(F)2(I)1(F)4,0.2857142857142857,0.0,0.0,71.42857142857143,0.0,0.0,0.22580645161290322,0.0,0.0,0.16129032258064516,0.0,0.0,0.06451612903225806,0.0,[]
4,,Fri Nov 12 19:26:44 EST 2021,BasicExpressionOverride.java,1636763204735,36190,0,(F)6(I)5(R)5,0.3125,0.0,0.0,37.5,0.0,0.0,0.4444444444444444,0.0,0.0,0.16666666666666666,0.0,0.1388888888888889,0.1388888888888889,0.0,[]
5,,Fri Nov 12 19:27:21 EST 2021,BasicExpressionOverride.java,1636763241430,11977,0,(R)7(F)2(I)1,0.1,0.0,0.0,20.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.18181818181818182,0.0,0.6363636363636364,0.09090909090909091,0.0,[]
6,,Fri Nov 12 19:27:33 EST 2021,BasicExpressionOverride.java,1636763253780,64483,0,(R)1(F)4(I)12,0.7058823529411765,0.0,0.0,23.52941176470588,0.0,0.0,0.265625,0.0,0.0,0.0625,0.0,0.015625,0.1875,0.0,[]
7,,Fri Nov 12 19:28:38 EST 2021,BasicExpressionOverride.java,1636763318399,47349,0,(I)9(F)4,0.6923076923076923,0.0,0.0,30.76923076923077,0.0,0.0,0.2765957446808511,0.0,0.0,0.0851063829787234,0.0,0.0,0.19148936170212766,0.0,[]
8,,Fri Nov 12 19:29:25 EST 2021,BasicExpressionOverride.java,1636763365747,29581,0,(I)1(F)2(I)2(F)2(I)11(R)2,0.7,0.0,0.0,20.0,0.0,0.0,0.6896551724137931,0.0,0.0,0.13793103448275862,0.0,0.06896551724137931,0.4827586206896552,0.0,[]
9,,Fri Nov 12 19:29:55 EST 2021,BasicExpressionOverride.java,1636763395612,27881,0,(I)4(R)1(I)7(F)6,0.6111111111111112,0.0,0.0,33.33333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.2222222222222222,0.0,0.037037037037037035,0.4074074074074074,0.0,[]
10,,Fri Nov 12 19:30:23 EST 2021,BasicExpressionOverride.java,1636763423507,-101533,-101533,(F)4(I)10(R)5(I)2,0.5714285714285714,0.0,0.0,19.047619047619047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
11,,Fri Nov 12 19:29:49 EST 2021,BasicExpressionOverride.java,1636763389451,169141,0,(I)2(R)1(I)1(R)1(I)3(R)3(I)2(F)2(I)1(R)3(I)1,0.5,0.0,0.0,10.0,0.0,0.0,0.11834319526627218,0.0,0.0,0.011834319526627219,0.0,0.047337278106508875,0.05917159763313609,4.0,[1636763461776 192 COMP 524 (37 unread) https://piazza.com/class/ksf2o98md07hl, 1636763475164 2 COMP 524 (37 unread) https://piazza.com/class/ksf2o98md07hl?cid=97, 1636763476775 3 COMP 524 (37 unread) https://piazza.com/class/ksf2o98md07hl?cid=227]
12,,Fri Nov 12 19:32:38 EST 2021,BasicExpressionOverride.java,1636763558877,26559,0,(I)2(F)2(I)13,0.8823529411764706,0.0,0.0,11.76470588235294,0.0,0.0,0.6538461538461539,0.0,0.0,0.07692307692307693,0.0,0.0,0.5769230769230769,2.0,[1636763574511 2 Java-lisp-interpreter/src/main/lisp/parser/terms at master � avitkus/Java-lisp-interpreter https://github.com/avitkus/Java-lisp-interpreter/tree/master/src/main/lisp/parser/terms, 1636763574822 2 Java-lisp-interpreter/NilAtom.java at master � avitkus/Java-lisp-interpreter https://github.com/avitkus/Java-lisp-interpreter/blob/master/src/main/lisp/parser/terms/NilAtom.java]
13,,Fri Nov 12 19:33:05 EST 2021,BasicExpressionOverride.java,1636763585500,12050,0,(I)2(R)1(I)5(F)2,0.7,0.0,0.0,20.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.16666666666666666,0.0,0.08333333333333333,0.5833333333333334,0.0,[]
14,,Fri Nov 12 19:33:17 EST 2021,BasicExpressionOverride.java,1636763597767,11934,0,(I)2(F)2(R)1(I)8(R)2(F)2(I)2,0.631578947368421,0.0,0.0,21.052631578947366,0.0,0.0,1.7272727272727273,0.0,0.0,0.36363636363636365,0.0,0.2727272727272727,1.0909090909090908,0.0,[]
15,,Fri Nov 12 19:33:29 EST 2021,BasicExpressionOverride.java,1636763609927,17560,0,(I)7(F)4(I)1(R)2(I)1,0.6,0.0,0.0,26.666666666666668,0.0,0.0,0.8823529411764706,0.0,0.0,0.23529411764705882,0.0,0.11764705882352941,0.5294117647058824,0.0,[]
16,,Fri Nov 12 19:33:48 EST 2021,BasicExpressionOverride.java,1636763628570,31270,0,(I)2(R)4(I)2(F)2(I)1(R)4(I)1(R)1(I)2,0.42105263157894735,0.0,0.0,10.526315789473683,0.0,0.0,0.6129032258064516,0.0,0.0,0.06451612903225806,0.0,0.2903225806451613,0.25806451612903225,2.0,[1636763643818 3 Java-lisp-interpreter/src/main/lisp/parser/terms at master � avitkus/Java-lisp-interpreter https://github.com/avitkus/Java-lisp-interpreter/tree/master/src/main/lisp/parser/terms, 1636763646481 2 Java-lisp-interpreter/SExpression.java at master � avitkus/Java-lisp-interpreter https://github.com/avitkus/Java-lisp-interpreter/blob/master/src/main/lisp/parser/terms/SExpression.java]
17,,Fri Nov 12 19:34:20 EST 2021,BasicExpressionOverride.java,1636763660030,-484,-484,(F)1(I)1(R)1(I)2(R)1(I)3(R)1(I)3(R)1(I)1(R)1(I)1(R)3(I)1(R)1(I)1,0.5652173913043478,0.0,0.0,4.3478260869565215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
18,,Fri Nov 12 19:34:22 EST 2021,BasicExpressionOverride.java,1636763662200,8239,8239,(I)1(R)1(F)1(I)2(R)1(I)1(R)1(I)3(F)1,0.5833333333333334,0.0,0.0,16.666666666666664,0.0,0.0,1.5,0.0,0.0,0.25,0.0,0.375,0.875,0.0,[]
19,,Fri Nov 12 19:34:35 EST 2021,BasicExpressionOverride.java,1636763675880,83254,0,(F)1(I)2(R)1(I)3(F)4(I)6,0.6470588235294118,0.0,0.0,29.411764705882355,0.0,0.0,0.20481927710843373,0.0,0.0,0.060240963855421686,0.0,0.012048192771084338,0.13253012048192772,0.0,[]
20,,Fri Nov 12 19:35:59 EST 2021,BasicExpressionOverride.java,1636763759239,24599,0,(I)8(R)1(F)2(I)2(R)3(I)3,0.6842105263157895,0.0,0.0,10.526315789473683,0.0,0.0,0.7916666666666666,0.0,0.0,0.08333333333333333,0.0,0.16666666666666666,0.5416666666666666,0.0,[]
21,,Fri Nov 12 19:36:23 EST 2021,BasicExpressionOverride.java,1636763783951,6593,6593,(I)19,1.0,0.0,0.0,0.0,0.0,0.0,3.1666666666666665,0.0,0.0,0.0,0.0,0.0,3.1666666666666665,0.0,[]
