Id,Prediction,Date,File,StartTime,ElapsedTime,BusyTime,Commands,editOrInsertPercentage,debugPercentage,navigationPercentage,focusPercentage,removePercentage,editPercentage,COMMAND_RATE,NAVIGATION_RATE,DEBUG_RATE,FOCUS_RATE,EDIT_RATE,REMOVE_RATE,INSERT_RATE,webLinkTimes,Web Page Visits
1,,Fri Nov 19 17:38:01 EST 2021,ListEvaluator.java,1637361481002,24272,0,(I)20,1.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,[]
,/modelData/A0UserStudy2010.arff,Fri Nov 19 17:38:01 EST 2021,ListEvaluator.java, 1637361481002
2,,Fri Nov 19 17:38:25 EST 2021,ListEvaluator.java,1637361505274,31042,0,(I)8(R)1(I)4,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.41935483870967744,0.0,0.0,0.0,0.0,0.03225806451612903,0.3870967741935484,0.0,[]
3,,Fri Nov 19 17:38:56 EST 2021,ListEvaluator.java,1637361536554,16872,0,(I)18,1.0,0.0,0.0,0.0,0.0,0.0,1.125,0.0,0.0,0.0,0.0,0.0,1.125,0.0,[]
4,,Fri Nov 19 17:39:13 EST 2021,ListEvaluator.java,1637361553426,18981,0,(I)5(R)6(I)6,0.6470588235294118,0.0,0.0,0.0,0.0,0.0,0.9444444444444444,0.0,0.0,0.0,0.0,0.3333333333333333,0.6111111111111112,0.0,[]
5,,Fri Nov 19 17:39:32 EST 2021,ListEvaluator.java,1637361572615,-16132,-16132,(I)3(R)2(I)5(R)1(I)7,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
6,,Fri Nov 19 17:39:18 EST 2021,ListEvaluator.java,1637361558358,74978,0,(I)1(R)1(I)3(R)11(I)6,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,0.2972972972972973,0.0,0.0,0.0,0.0,0.16216216216216217,0.13513513513513514,0.0,[]
7,,Fri Nov 19 17:40:33 EST 2021,ListEvaluator.java,1637361633687,320664,0,(R)2(I)1(F)4(I)1(R)1(I)7,0.5625,0.0,0.0,25.0,0.0,0.0,0.05,0.0,0.0,0.0125,0.0,0.009375,0.028125,2.0,[1637361755878 3 lisp list eval implementation - Google Search https://www.google.com/search?q=lisp+list+eval+implementation&rlz=1C1SQJL_enUS810US810&oq=lisp+list+eval+implementation&aqs=chrome..69i57.6224j0j7&sourceid=chrome&ie=UTF-8, 1637361749825 1 CLHS: Function EVAL http://clhs.lisp.se/Body/f_eval.htm]
8,,Fri Nov 19 17:45:54 EST 2021,ListEvaluator.java,1637361954497,3044,3044,(I)10(R)2(I)13,0.92,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,0.0,0.6666666666666666,7.666666666666667,0.0,[]
9,,Fri Nov 19 17:45:57 EST 2021,ListEvaluator.java,1637361957719,234224,0,(I)1(R)1(I)6(R)1(I)2(F)7,0.5,0.0,0.0,38.88888888888889,0.0,0.0,0.07692307692307693,0.0,0.0,0.029914529914529916,0.0,0.008547008547008548,0.038461538461538464,5.0,[1637362046753 6 COMP 524 (34 unread) https://piazza.com/class/ksf2o98md07hl?cid=188, 1637362035496 3 COMP 524 (35 unread) https://piazza.com/class/ksf2o98md07hl?cid=229, 1637362026780 2 COMP 524 (35 unread) https://piazza.com/class/ksf2o98md07hl?cid=244, 1637362024408 1 COMP 524 (35 unread) https://piazza.com/class/ksf2o98md07hl?cid=131, 1637362033950 1 COMP 524 (35 unread) https://piazza.com/class/ksf2o98md07hl?cid=251]
