Id,Prediction,Date,File,StartTime,ElapsedTime,BusyTime,Commands,editOrInsertPercentage,debugPercentage,navigationPercentage,focusPercentage,removePercentage,editPercentage,COMMAND_RATE,NAVIGATION_RATE,DEBUG_RATE,FOCUS_RATE,EDIT_RATE,REMOVE_RATE,INSERT_RATE,webLinkTimes,Web Page Visits
2,,Wed Nov 10 20:47:10 EST 2021,Main.java,1636595230466,38004,0,(I)5(F)2(I)8(F)1,0.8125,0.0,0.0,18.75,0.0,0.0,0.42105263157894735,0.0,0.0,0.07894736842105263,0.0,0.0,0.34210526315789475,0.0,[]
3,,Wed Nov 10 20:47:49 EST 2021,TestMain.java,1636595269196,38593,0,(F)1(I)1(F)1(I)1(F)1(I)5(F)4(I)1,0.5333333333333333,0.0,0.0,46.666666666666664,0.0,0.0,0.39473684210526316,0.0,0.0,0.18421052631578946,0.0,0.0,0.21052631578947367,0.0,[]
4,,Wed Nov 10 20:48:27 EST 2021,TestMain.java,1636595307789,16272,0,(I)2(F)1(I)1(F)1(I)10(R)2(I)3,0.8,0.0,0.0,10.0,0.0,0.0,1.25,0.0,0.0,0.125,0.0,0.125,1.0,0.0,[]
5,,Wed Nov 10 20:48:44 EST 2021,TestMain.java,1636595324061,-79211,-79211,(I)3(R)1(I)1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
6,,Wed Nov 10 20:47:26 EST 2021,TestMain.java,1636595246672,85232,0,(I)1(R)1(I)7(R)4,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.15294117647058825,0.0,0.0,0.0,0.0,0.058823529411764705,0.09411764705882353,0.0,[]
7,,Wed Nov 10 20:48:52 EST 2021,TestMain.java,1636595332137,9630,9630,(R)6(F)2(R)2(I)4,0.2857142857142857,0.0,0.0,14.285714285714285,0.0,0.0,1.5555555555555556,0.0,0.0,0.2222222222222222,0.0,0.8888888888888888,0.4444444444444444,0.0,[]
8,,Wed Nov 10 20:49:02 EST 2021,TestMain.java,1636595342917,8432,8432,(F)4(I)18,0.8181818181818182,0.0,0.0,18.181818181818183,0.0,0.0,2.75,0.0,0.0,0.5,0.0,0.0,2.25,0.0,[]
9,,Wed Nov 10 20:49:11 EST 2021,TestMain.java,1636595351522,2255,2255,(I)24,1.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,[]
10,,Wed Nov 10 20:49:13 EST 2021,TestMain.java,1636595353856,16554,0,(I)18,1.0,0.0,0.0,0.0,0.0,0.0,1.125,0.0,0.0,0.0,0.0,0.0,1.125,0.0,[]
11,,Wed Nov 10 20:49:30 EST 2021,TestMain.java,1636595370678,6748,6748,(I)13(R)1(I)6(R)1,0.9047619047619048,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.3333333333333333,3.1666666666666665,0.0,[]
12,,Wed Nov 10 20:49:37 EST 2021,TestMain.java,1636595377427,2979,2979,(R)9(I)6,0.4,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,4.5,3.0,0.0,[]
13,,Wed Nov 10 20:49:40 EST 2021,TestMain.java,1636595380446,13240,0,(I)22,1.0,0.0,0.0,0.0,0.0,0.0,1.6923076923076923,0.0,0.0,0.0,0.0,0.0,1.6923076923076923,0.0,[]
14,,Wed Nov 10 20:49:53 EST 2021,TestMain.java,1636595393686,23819,0,(D)2(F)2(I)2(F)2(D)2,0.2,40.0,0.0,40.0,0.0,0.0,0.43478260869565216,0.0,0.17391304347826086,0.17391304347826086,0.0,0.0,0.08695652173913043,0.0,[]
15,,Wed Nov 10 20:50:17 EST 2021,TestMain.java,1636595417505,12653,0,(F)6(I)6,0.5,0.0,0.0,50.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,[]
16,,Wed Nov 10 20:50:31 EST 2021,TestMain.java,1636595431045,-55692,-55692,(I)6(F)1(I)1(R)2(I)5(R)1,0.75,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
17,,Wed Nov 10 20:49:37 EST 2021,TestMain.java,1636595377424,70431,0,(R)1(I)3(R)1(I)1(R)1(F)1(I)2(F)2(I)10,0.7272727272727273,0.0,0.0,13.636363636363635,0.0,0.0,0.3142857142857143,0.0,0.0,0.04285714285714286,0.0,0.04285714285714286,0.22857142857142856,0.0,[]
19,,Wed Nov 10 20:50:59 EST 2021,TestMain.java,1636595459202,21422,0,(F)2(I)15,0.8823529411764706,0.0,0.0,11.76470588235294,0.0,0.0,0.8095238095238095,0.0,0.0,0.09523809523809523,0.0,0.0,0.7142857142857143,0.0,[]
20,,Wed Nov 10 20:51:20 EST 2021,TestMain.java,1636595480624,23463,0,(D)2(F)6(D)1(F)3,0.0,25.0,0.0,75.0,0.0,0.0,0.5217391304347826,0.0,0.13043478260869565,0.391304347826087,0.0,0.0,0.0,0.0,[]
21,,Wed Nov 10 20:51:44 EST 2021,TestMain.java,1636595504087,64887,0,(F)1(D)2(I)1(F)8,0.08333333333333333,16.666666666666664,0.0,75.0,0.0,0.0,0.1875,0.0,0.03125,0.140625,0.0,0.0,0.015625,1.0,[1636595548851 1 Assignment-5.docx - Google Docs https://docs.google.com/document/d/1NUkkRpZjGgYxg6Rlo2WphVVY2hMW0l_S/edit#heading=h.pu91aly7qo1n]
22,,Wed Nov 10 20:52:48 EST 2021,TestClassRegistry.java,1636595568974,18538,0,(F)2(I)1(F)2(I)9(F)2(I)3,0.6842105263157895,0.0,0.0,31.57894736842105,0.0,0.0,1.0555555555555556,0.0,0.0,0.3333333333333333,0.0,0.0,0.7222222222222222,0.0,[]
23,,Wed Nov 10 20:53:07 EST 2021,TestClassRegistry.java,1636595587514,16104,0,(I)1(F)2(I)2(F)6(I)6,0.5294117647058824,0.0,0.0,47.05882352941176,0.0,0.0,1.0625,0.0,0.0,0.5,0.0,0.0,0.5625,0.0,[]
24,,Wed Nov 10 20:53:23 EST 2021,TestClassRegistry.java,1636595603716,3235,3235,(I)15(R)4(I)6,0.84,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,0.0,1.3333333333333333,7.0,0.0,[]
25,,Wed Nov 10 20:53:27 EST 2021,TestClassRegistry.java,1636595607004,42637,0,(I)6(F)10,0.375,0.0,0.0,62.5,0.0,0.0,0.38095238095238093,0.0,0.0,0.23809523809523808,0.0,0.0,0.14285714285714285,0.0,[]
26,,Wed Nov 10 20:54:09 EST 2021,RunF21A4Tests.java,1636595649641,136088,0,(F)8(I)1(F)4(I)1(F)1,0.13333333333333333,0.0,0.0,86.66666666666667,0.0,0.0,0.11029411764705882,0.0,0.0,0.09558823529411764,0.0,0.0,0.014705882352941176,3.0,[1636595656015 8 Assignment-5.docx - Google Docs https://docs.google.com/document/d/1NUkkRpZjGgYxg6Rlo2WphVVY2hMW0l_S/edit#, 1636595656957 1 Java-lisp-interpreter/ClassRegistry.java at master · avitkus/Java-lisp-interpreter https://www.google.com/url?q=https://github.com/avitkus/Java-lisp-interpreter/blob/master/src/main/ClassRegistry.java&sa=D&source=docs&ust=1636599255936000&usg=AOvVaw322IYlI8beTk5ZFm120r2a, 1636595657824 1 Java-lisp-interpreter/ClassRegistry.java at master · avitkus/Java-lisp-interpreter https://github.com/avitkus/Java-lisp-interpreter/blob/master/src/main/ClassRegistry.java]
28,,Wed Nov 10 20:57:06 EST 2021,RunF21A5Tests.java,1636595826771,-214067,-214067,(I)8(R)1(I)6(R)1(I)3,0.8947368421052632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
30,,Wed Nov 10 20:57:20 EST 2021,RunF21A5Tests.java,1636595840754,42908,0,(I)1(F)2(I)2(F)2(I)6,0.6923076923076923,0.0,0.0,30.76923076923077,0.0,0.0,0.30952380952380953,0.0,0.0,0.09523809523809523,0.0,0.0,0.21428571428571427,0.0,[]
32,,Wed Nov 10 20:58:41 EST 2021,RunF21A5Tests.java,1636595921873,-82363,-82363,(I)2(R)1(I)3(R)1(I)11(R)1(I)1,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
33,,Wed Nov 10 20:57:22 EST 2021,RunF21A5Tests.java,1636595842191,97584,0,(I)3(R)1(I)1(R)1(I)1(R)1(I)1(R)3(I)1(R)1,0.5,0.0,0.0,0.0,0.0,0.0,0.14432989690721648,0.0,0.0,0.0,0.0,0.07216494845360824,0.07216494845360824,0.0,[]
35,,Wed Nov 10 20:59:35 EST 2021,TestClassRegistry.java,1636595975963,61230,0,(I)4(F)6(I)3(F)1,0.5,0.0,0.0,50.0,0.0,0.0,0.22950819672131148,0.0,0.0,0.11475409836065574,0.0,0.0,0.11475409836065574,0.0,[]
36,,Wed Nov 10 21:00:37 EST 2021,TestClassRegistry.java,1636596037193,-61678,-61678,(F)1(I)1(R)4(I)4(R)1(I)2,0.5384615384615384,0.0,0.0,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
37,,Wed Nov 10 20:59:37 EST 2021,TestMain.java,1636595977508,83075,0,(R)1(I)1(R)1(I)1(R)1(I)1(R)1(I)11,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.21686746987951808,0.0,0.0,0.0,0.0,0.04819277108433735,0.1686746987951807,0.0,[]
38,,Wed Nov 10 21:01:01 EST 2021,TestClassRegistry.java,1636596061919,50826,0,(I)5(R)1(I)2(R)1(I)5,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.04,0.24,0.0,[]
39,,Wed Nov 10 21:01:54 EST 2021,TestClassRegistry.java,1636596114416,36442,0,(I)3(D)2(F)1(D)1(F)2,0.3333333333333333,33.33333333333333,0.0,33.33333333333333,0.0,0.0,0.25,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,0.08333333333333333,0.0,[]
40,,Wed Nov 10 21:02:34 EST 2021,TestClassRegistry.java,1636596154478,14198825,0,(F)11(I)1(F)5,0.058823529411764705,0.0,0.0,94.11764705882352,0.0,0.0,0.0011973517396816453,0.0,0.0,0.0011269192844062545,0.0,0.0,7.04324552753909E-5,5.0,[1636607758692 10 Assignment-5.docx - Google Docs https://docs.google.com/document/d/1NUkkRpZjGgYxg6Rlo2WphVVY2hMW0l_S/edit#]
